CHROM	POS	FST	XPNSL	BASES	COVERED_BASES	at_THETA	at_PI	at_TD	me_THETA	me_PI	me_TD
seq_s_18363	30001	0.0418	-0.0706326625	1000	842	0.00694617646226615	0.00843015824739299	0.63364878588405	0.00784263163048881	0.00901829761687244	0.62892747740877
seq_s_18363	31001	0.1708	-0.7446663265625	1000	654	0.00866346989765248	0.0112430192282016	0.880150072466486	0.0100970884294672	0.0110730248344927	0.405512075178346
seq_s_18363	32001	0.0318	-1.550404	1000	839	0.00239628599499066	0.00317696024345621	0.816775572840835	0.00374794019687359	0.0032220461302702	-0.546343807826059
seq_s_18363	33001	0.1359	-0.783407851851852	1000	691	0.00687706653002581	0.00752870360881799	0.274489774662135	0.00819122906703111	0.0104483071197977	1.14219987876399
seq_s_18363	34001	0.0846	-0.415903281818182	1000	812	0.00495193091083044	0.00685956859651501	1.09182769714464	0.00697061488339716	0.00858008986087804	0.957100940241019
seq_s_18363	35001	0.0360	-0.00653466428571429	1000	843	0.00303534727673463	0.00160756701335327	-1.23843568428881	0.00149206255049914	0.00113409721950647	-0.790306515071613
seq_s_18363	36001	0.0762	0.4305644	1000	634	0.00518908963239875	0.00934566039846525	2.20323639619267	0.00644775768569405	0.00665580476306028	0.129659105888229
seq_s_18363	37001	0.1237	0.196085738139535	1000	898	0.00712360176583322	0.00676099383185202	-0.152347133835005	0.00630305042908519	0.0063511099145843	0.0316062476261451
seq_s_18363	38001	0.1023	-0.38385394	1000	106	0.00862128623412161	0.00973357076159787	0.262182568344304	0.0088995900712555	0.0146174580136844	1.96683204695279
seq_s_18363	39001			1000	0						
seq_s_18363	40001			1000	0						
seq_s_18363	41001	0.0843	-0.321169016666667	1000	95	0.0115434485155818	0.0059571552604998	-1.03941304004807	0.0099300689216114	0.00867553499132447	-0.386752657811423
seq_s_18363	42001	0.1471	0.375741905882353	1000	518	0.00599828486250469	0.00672956811437322	0.332220461283881	0.00424935381780668	0.00515507658364802	0.786491872940513
seq_s_18363	43001	0.0708	0.9091987	1000	429	0.00426040252129087	0.00449746639848787	0.136565043047636	0.00439793262262509	0.00353492661184969	-0.704415791252841
seq_s_18363	44001	0.0107	0.212713833333333	1000	425	0.00258030025642416	0.00254384864707854	-0.0303421577943122	0.00147977497655386	0.0021978021978022	1.3166652789305
seq_s_18363	45001	0.0183	-0.0471771454545455	1000	212	0.00948341485753377	0.00518492090547377	-1.1363787585324	0.00593306004750367	0.00570184532448683	-0.128374382148599
seq_s_18363	46001			1000	0						
seq_s_18363	47001	0.1725	-0.714434451282051	1000	425	0.0331138532907767	0.0398061879897296	0.639828468143292	0.0355145994372925	0.0360180995475113	0.0620910416818237
seq_s_18363	48001	0.2038	-0.5169122	1000	238	0.0245742881564206	0.0333168617014757	1.05517428009659	0.02510332549511	0.0245636716224951	-0.0895039601215778
seq_s_18363	49001	0.2213	1.6657325	1000	59	0.0247825448357123	0.0423700282834614	1.64973585497048	0.010659396017549	0.0106165021419259	-0.0109192508629958
seq_s_18363	50001			1000	102						
seq_s_18363	51001			1000	279						
seq_s_18363	52001			1000	67						
seq_s_18363	53001	0.0062	1.30057166666667	1000	302	0.00363121724827904	0.000345209172976919	-1.94364253462264	0	0	
seq_s_18363	54001	0.3788	1.29421	1000	86	0.00425049460845065	0.00573761721206915	0.5100447770703	0	0	
seq_s_18363	55001	0.2010	1.97269285714286	1000	66	0.0193848314718734	0.02831876162591	1.03405326168843	0.0095288540156877	0.00616050616050616	-0.959193915001201
seq_s_18363	56001			1000	0						
seq_s_18363	57001	0.2245	0.112731265517241	1000	558	0.0173599950047653	0.0266755799786741	1.66197352651733	0.0169060313181556	0.0171334042301784	0.0577067381763316
seq_s_18363	58001	0.0736	0.34532568974359	1000	453	0.0153318061594004	0.017283497366526	0.383955262886884	0.0152714084224929	0.0141183319991267	-0.317838870749698
seq_s_18363	59001	0.0409	-0.0935673732	1000	197	0.0231943233709871	0.0228537477491727	-0.0423283751627508	0.0207506516382235	0.0207508227812796	3.31419192312307e-05
seq_s_18363	60001	0.1529	-0.990729281967214	1000	881	0.0236503116579173	0.0271945131264642	0.482254314942407	0.0246279234889	0.0265682104501628	0.348767523645443
seq_s_18363	61001	0.1207	-1.94335776	1000	945	0.0251431374193007	0.0300521500386831	0.630994402772791	0.0226272469959822	0.0267108552822839	0.79864154692903
seq_s_18363	62001	0.4452	-1.70860924166667	1000	997	0.0214485841274977	0.0203985314714199	-0.15768575004529	0.0201854961696414	0.0181864274141105	-0.437568826148711
seq_s_18363	63001	0.1757	-1.28512550724638	1000	990	0.0127386035386597	0.0191703818569491	1.58936689088468	0.0114346248188252	0.0111999111999112	-0.0888708633737823
seq_s_18363	64001	0.4115	-0.959081924270833	1000	998	0.0170317915222386	0.0211640877985348	0.774748654633194	0.0170144467494544	0.0196326719372811	0.676574662137562
seq_s_18363	65001	0.2428	-0.123425792857143	1000	220	0.0116308988831241	0.0149753624223391	0.757065847537531	0.00857596861411893	0.00744255744255745	-0.474425627050424
seq_s_18363	66001	0.0208	-1.64472714285714	1000	677	0.00188980631778973	0.00158402134218469	-0.363045645639768	0.00185791540630839	0.00212638174233447	0.475998434868066
seq_s_18363	67001	0.2172	-1.80151823728814	1000	918	0.0117467372784742	0.0161242292151214	1.162347401453	0.0113038366264531	0.0137422490363667	0.930115066066241
seq_s_18363	68001	0.4451	0.215777775903614	1000	876	0.0156482250139879	0.015970974256332	0.0652112759149067	0.0111278740388682	0.00969692408048572	-0.552705384744416
seq_s_18363	69001	0.4063	0.653028803278689	1000	924	0.0114726553609047	0.018022012775688	1.77866068862665	0.00884822158599573	0.00916940202654488	0.154479768123561
seq_s_18363	70001	0.4005	1.10341766241936	1000	998	0.0111713901382426	0.0125644623328126	0.389753353706798	0.00630164694424237	0.00703605012222246	0.487164322360013
seq_s_18363	71001	0.4377	-0.64038622345679	1000	965	0.0151520222311609	0.0073713399576584	-1.62873777066094	0.0130342873582464	0.0161817457154245	1.05026593794454
seq_s_18363	72001	0.4530	0.619381080821918	1000	873	0.0152832790102252	0.00820330561748313	-1.46263104525652	0.0126069030791745	0.0140981584280553	0.511473589289166
seq_s_18363	73001	0.3147	-1.35977004651163	1000	836	0.0181459512650244	0.0123030832812958	-1.02306478525681	0.0214399215352973	0.0221751932278248	0.151031267179636
seq_s_18363	74001	0.5453	0.0575721234545454	1000	1000	0.00986964848082242	0.00550802379082045	-1.37045558526399	0.00471678273776541	0.00616483516483516	1.25187603542243
seq_s_18363	75001	0.3032	0.959197714285714	1000	403	0.00907053440016765	0.0111928463802377	0.654116875506174	0.00858306205383285	0.010989010989011	1.10482863285293
seq_s_18363	76001	0.6193	0.7623055	1000	678	0.00350446384384058	0.0042624061143483	0.561342909570055	0.00231896889762311	0.00123180654154106	-1.6231426830809
seq_s_18363	77001	0.6451	0.906267307692308	1000	1000	0.00859024960367877	0.00610582426214813	-0.88796796409792	0.00597459146783619	0.00375824175824176	-1.5445013184192
seq_s_18363	78001	0.4842	1.02787601886792	1000	754	0.0121201106209137	0.00955871606249497	-0.651846914107705	0.00875795203298618	0.00462004838662664	-1.98224003615925
seq_s_18363	79001	0.3980	1.28386952702703	1000	999	0.0133556582341608	0.0114123774767922	-0.459398905907917	0.00723963983774471	0.00704000704000704	-0.116432700961071
seq_s_18363	80001	0.3036	0.373283708369565	1000	762	0.0208675857351888	0.0182699079347212	-0.396365937240736	0.0239346805590896	0.0201609414207839	-0.694718765016076
seq_s_18363	81001	0.5690	2.27240509433962	1000	870	0.0109242597063169	0.00938153412352279	-0.436802984886116	0.0046987107732529	0.00272830617658204	-1.68510438967778
seq_s_18363	82001	0.5828	1.87219517307692	1000	999	0.0091477111192882	0.00465789546700787	-1.51388115664724	0.00566580509040891	0.00476300476300476	-0.660502826851061
seq_s_18363	83001	0.6266	1.46113671428571	1000	999	0.00841589422974514	0.00645623740674817	-0.713735464238669	0.0040919703430731	0.00242000242000242	-1.64189573502144
seq_s_18363	84001	0.5092	0.760079972222222	1000	1000	0.00895579214000553	0.00705992593423891	-0.651986178398331	0.00440233055524772	0.00412087912087912	-0.258917648668613
seq_s_18363	85001	0.5730	2.3440975	1000	1000	0.00712807945837175	0.00654730108854236	-0.246330366970312	0.00251561746014155	0.00162637362637363	-1.33296769564493
seq_s_18363	86001	0.6445	2.346765	1000	1000	0.00438651043592108	0.0026285489844014	-1.1492440946603	0.000943356547553083	0.000549450549450549	-1.27826201567666
seq_s_18363	87001	0.7842	2.20634357142857	1000	1000	0.00255879775428729	0.00105038716193472	-1.55204418795969	0.000943356547553083	0.000846153846153846	-0.315431909182206
seq_s_18363	88001	0.3996	2.3520968	1000	962	0.00474977308116887	0.0021285798976294	-1.5908378497305	0.000326873370600514	0.000148500148500149	-1.15524134158067
seq_s_18363	89001	0.6322	1.52783061290323	1000	1000	0.0159011003302139	0.00653035574009665	-1.87642051196547	0.00723240019790697	0.00436263736263736	-1.67541962305404
seq_s_18363	90001	0.4253	-0.0605869110566037	1000	947	0.0194930286003181	0.0125072330308028	-1.14817140959284	0.0149422895599749	0.0155958086264316	0.19110389110049
seq_s_18363	91001	0.2673	-1.05239058072626	1000	995	0.0299414238297795	0.01688500859138	-1.41810436383639	0.0214901994082444	0.021469987299133	-0.00416208292858329
seq_s_18363	92001	0.1455	-0.477159177627907	1000	1000	0.0376508812416559	0.0234264392324094	-1.23500113605289	0.0283006964265925	0.024021978021978	-0.673196973352876
seq_s_18363	93001	0.2455	-1.41700490714286	1000	999	0.0186613306833479	0.0098174709329462	-1.51891752442689	0.0151088135744237	0.0141350141350141	-0.282276974766488
seq_s_18363	94001	0.2118	-0.422160013730159	1000	998	0.0206945423872362	0.0149385292861561	-0.894803504781947	0.0173295290966665	0.0135435706577991	-0.961086777058529
seq_s_18363	95001	0.2141	-0.139733585411765	1000	728	0.0180762792689055	0.0188888655951837	0.141829591091692	0.0185734118794792	0.0163023789397416	-0.533351022889821
seq_s_18363	96001	0.2038	0.00880217022727281	1000	899	0.0319188977771417	0.0163013580470526	-1.58968798677606	0.0181885578319467	0.01541395201017	-0.66989711495152
seq_s_18363	97001	0.2024	0.629757805555555	1000	794	0.0313059099121151	0.0225569563217793	-0.90441423385617	0.0154453842798364	0.0146012677498824	-0.237449310652885
seq_s_18363	98001	0.1240	0.57531459576087	1000	618	0.0263214285866354	0.0178267724084875	-1.02861522202919	0.015264669054257	0.0140830043742665	-0.332151588466482
seq_s_18363	99001	0.1934	0.103166648013699	1000	907	0.0284131739923223	0.020678454846326	-0.881889801251657	0.0166413503427225	0.0181130886753819	0.387327501660792
seq_s_18363	100001	0.0906	1.88936670952381	1000	944	0.0396907944634455	0.0241501885880908	-1.27980437323387	0.015655987900775	0.0119901285155522	-1.02472999618835
seq_s_18363	101001	0.0915	0.992776105952382	1000	382	0.0382767053745295	0.0208736657616538	-1.44209756989238	0.0181098115586107	0.01426845405903	-0.892891738546547
seq_s_18363	102001			1000	0						
seq_s_18363	103001	0.4827	-0.112592701298701	1000	672	0.0203985790360913	0.0136291555113799	-1.04923874522207	0.0107625002945044	0.011119832548404	0.140190660700322
seq_s_18363	104001	0.2896	-2.38039232142857	1000	562	0.0172364363214574	0.00672765996363415	-1.88828801339903	0.0106309456723064	0.0121817684095264	0.607363195694649
seq_s_18363	105001			1000	0						
seq_s_18363	106001			1000	0						
seq_s_18363	107001	0.2973	-1.54395180810811	1000	903	0.0139659108563379	0.00778698369864768	-1.39270368758515	0.00905399418101888	0.00999111630340866	0.440488412955979
seq_s_18363	108001	0.2351	-0.837595163636364	1000	980	0.0102575711724345	0.00227980093395223	-2.41485636941329	0.00256695659198118	0.00349854227405248	1.36850895256863
seq_s_18363	109001	0.3779	-2.23169505714286	1000	934	0.0133066876178905	0.00535488101826352	-1.87958474340382	0.0114468674578176	0.0117302397816316	0.106894514893552
seq_s_18363	110001	0.5724	-2.29336832258064	1000	987	0.0227769665492356	0.00890762950564741	-1.96451817005368	0.0159296951630038	0.0140062571673514	-0.529558574459331
seq_s_18363	111001	0.5852	-2.80329132658228	1000	986	0.0137171134321399	0.0055065610500775	-1.89118770733405	0.0111620957283157	0.0123264159775316	0.451030925169164
seq_s_18363	112001	0.0172	0.237208403636364	1000	852	0.00707916883731394	0.00136811968959617	-2.40038567065238	0.000738150663187076	0.000335345405767941	-1.48074498027722
seq_s_18363	113001	0.2731	-3.76709274207317	1000	913	0.0288270127223729	0.0192549100924156	-1.07635053787751	0.0306530605082966	0.0333642261353105	0.39374398876372
seq_s_18363	114001	0.2384	-3.49845215686275	1000	260	0.0295245894725457	0.0425114163134587	1.33839562064051	0.0411206700215446	0.0395604395604396	-0.16383746263273
seq_s_18363	115001	0.4594	-5.55682	1000	390	0.0229635695897578	0.0040658477422028	-2.53457276153489	0.036282944136657	0.0420118343195266	0.689916279111195
seq_s_18363	116001	0.4888	-4.15005380952381	1000	947	0.0090710133090589	0.00236540696885553	-2.26965256084168	0.0112897298897588	0.013576708402474	0.874708156074653
seq_s_18363	117001	0.0901	-2.87860217391304	1000	463	0.00868459589545209	0.00327306774721855	-1.7660504158181	0.00475413666873404	0.00393990458785275	-0.631972813646763
seq_s_18363	118001	0.6172	-4.72054566666667	1000	624	0.0143522309935986	0.00256903021042837	-2.52859090547648	0.0246925592041138	0.0352035784728092	1.86562562297667
seq_s_18363	119001	0.5707	-4.580613	1000	988	0.0173891692382161	0.00316092515414472	-2.61393687858324	0.0181414720683285	0.0253815010900031	1.75755932902807
seq_s_18363	120001	0.5681	-6.06262877551021	1000	1000	0.014987243989397	0.00382235439344632	-2.36561674357514	0.0216972005937209	0.0262417582417582	0.927226384148927
seq_s_18363	121001	0.3937	-3.84386487804878	1000	893	0.00798217184588102	0.00243605956275594	-2.10062068221539	0.00633834186485834	0.00865092354454056	1.51239775580994
seq_s_18363	122001	0.5723	-4.33111560747663	1000	1000	0.0186426693526646	0.00473190438783534	-2.39154122016016	0.0163515134909201	0.0199120879120879	0.956240624392912
seq_s_18363	123001	0.4852	-6.33199824	1000	1000	0.0204703820342984	0.00465985860172831	-2.48397306596015	0.029872957339181	0.0388351648351648	1.33721878819737
seq_s_18363	124001	0.5133	-6.92397603174603	1000	954	0.0193499979921396	0.00342426515928408	-2.63686974654522	0.0290060713433513	0.0362614324878476	1.11328387659071
seq_s_18363	125001	0.5134	-4.05604885416667	1000	997	0.0150323410124343	0.003324528630218	-2.47320926675496	0.0170315123931349	0.0192776130589571	0.579832516303234
seq_s_18363	126001	0.4949	-4.89265756756757	1000	1000	0.00932133467633229	0.00143160139153855	-2.61443345113708	0.0144648003958139	0.0181538461538462	1.11527007548144
seq_s_18363	127001	0.5933	-5.19213639344262	1000	1000	0.00877302087184215	0.00153192683200538	-2.53818939823549	0.00943356547553083	0.0108901098901099	0.662486962840183
seq_s_18363	128001	0.3939	-2.27703	1000	742	0.00886760869795366	0.00159816405478432	-2.46019652935022	0.00381411003053807	0.00396907674535707	0.155922899583413
seq_s_18363	129001	0.6640	-5.25955914893617	1000	997	0.0146656985487164	0.00324236090608282	-2.47055396771018	0.0167161140154842	0.0167315132209816	0.00404793541927851
seq_s_18363	130001	0.5319	-6.25045937007874	1000	963	0.0187895696242725	0.00469358172480559	-2.40164996946269	0.0297145883791383	0.0272043636529618	-0.37623593788083
seq_s_18363	131001	0.6424	-5.96010929411765	1000	784	0.0188832560219817	0.00475707621169873	-2.37415321065841	0.0224608701798353	0.0210529266651716	-0.275911993404572
seq_s_18363	132001	0.5028	-5.47340259259259	1000	1000	0.00895579214000553	0.00200415217147339	-2.39066088255507	0.00849020892797775	0.00876923076923077	0.140177690402438
seq_s_18363	133001	0.5424	-6.52937234782609	1000	913	0.0166155698330344	0.00285112250964646	-2.63208760820298	0.0268644799960352	0.0284895827064502	0.268563217046203
seq_s_18363	134001	0.7480	-6.35262022222222	1000	965	0.00757601111558044	0.00116860863007419	-2.56266738375329	0.0202031454052819	0.0200421340317713	-0.0351821871051548
seq_s_18363	135001	0.5228	-4.11754416507936	1000	999	0.00786703156258785	0.00211590785039327	-2.22872396228442	0.0113316101808178	0.011957011957012	0.238951914058098
seq_s_18363	136001	0.0210	-0.0253835982352941	1000	1000	0.00932133467633229	0.00108349231287174	-2.72978690949353	0.00125780873007078	0.000571428571428571	-1.79759454343273
seq_s_18363	137001	0.4281	-1.2392857795	1000	882	0.0078744990818689	0.00129804661923874	-2.51901983770286	0.00499130448440784	0.00708928259948668	1.70226718314134
seq_s_18363	138001	0.5275	-3.28758804878049	1000	860	0.00765089029521118	0.001497756887881	-2.41356747630541	0.00585027316311989	0.00728341426015845	1.00503007115412
seq_s_18363	139001	0.7163	-5.33665080808081	1000	951	0.0174891539462328	0.00487600186019914	-2.30084064906108	0.0145487865728481	0.0158653123952809	0.395062382698156
seq_s_18363	140001	0.5958	-4.92753725	1000	688	0.00743836556478865	0.00115580951685009	-2.46846811148141	0.0127974725443248	0.0107813697929977	-0.67338283622113
seq_s_18363	141001	0.6013	-3.94826	1000	1000	0.0124284462351097	0.00326001571091905	-2.32030045151791	0.0138358960307785	0.0115164835164835	-0.731869714558767
seq_s_18363	142001	0.7256	-2.0094962962963	1000	685	0.0072041229787025	0.0016048400770966	-2.26183091064408	0.00275432568628637	0.0031603433063287	0.529167816741922
seq_s_18363	143001	0.0771	-0.28707893125	1000	507	0.0057679295672861	0.00996862021697299	1.96427210509263	0.00682243394022611	0.00611223096430197	-0.410292819456972
seq_s_18363	144001	0.1749	-0.178831399	1000	893	0.00532144789725401	0.00180081163447483	-1.91652704423832	0.00246491072522269	0.00283031638014841	0.547010821958241
seq_s_18363	145001	0.0113	0.315704208333333	1000	739	0.00593573807296492	0.00235496745823117	-1.72991144688726	0.00212755197914543	0.00199259468542283	-0.219620763767078
seq_s_18363	146001	-0.0013	0.157118626666667	1000	574	0.00477625265235309	0.00205712158601291	-1.51806326780939	0.0010956522038944	0.00185702798943217	1.88563007741343
seq_s_18363	147001	0.4689	-2.23197245846154	1000	924	0.0110770465553563	0.00280576416812547	-2.32124650619467	0.00986917023053369	0.00670757813614956	-1.371998698475
seq_s_18363	148001	0.6657	-1.39262897752809	1000	975	0.0140593283202599	0.00600974307180124	-1.81022050435966	0.0122555722417153	0.008385460693153	-1.37048609209633
seq_s_18363	149001	0.7277	-2.85424763779528	1000	799	0.0235612523414618	0.00616554555836493	-2.36722949657278	0.0251876591753848	0.0160227757224003	-1.60767111915184
seq_s_18363	150001	0.5595	-3.20609659090909	1000	841	0.0169514374753193	0.00712915979408448	-1.8355970882842	0.016825622132338	0.0159673857652455	-0.222876458132884
seq_s_18363	151001	0.6296	-2.32247095238095	1000	626	0.0105108077538045	0.00390567998844089	-1.88590676517639	0.00954407582721436	0.0077063511568304	-0.801686877604095
seq_s_18363	152001	0.5595	-4.65716867647059	1000	931	0.0245396439531926	0.0079506845411618	-2.18208200631856	0.0260073233661251	0.0299335465823114	0.670037444243169
seq_s_18363	153001	0.5587	-3.4996779047619	1000	1000	0.0179115842800111	0.00680069576927429	-1.98504910546969	0.0160370613084024	0.0161318681318681	0.0259444406197557
seq_s_18363	154001	0.3602	-2.30052189130435	1000	998	0.0155666911762396	0.00467875488379943	-2.22474219887801	0.00976755276357567	0.00891893677464819	-0.373428013721095
seq_s_18363	155001	0.5114	-4.0419334868421	1000	999	0.0248817742444639	0.00961032854198626	-1.98626145173103	0.0210893856142998	0.0205700205700206	-0.108939504474091
seq_s_18363	156001	0.3727	-5.33691734265734	1000	823	0.0286482303682573	0.0183698578340451	-1.15924289187653	0.0332409962078243	0.0357710333408997	0.338680790157552
seq_s_18363	157001	0.4435	-2.42190243589744	1000	539	0.0122073574283518	0.00678967376628361	-1.33188605150285	0.00991778683265455	0.00760464025770148	-0.962086271220581
seq_s_18363	158001	0.0592	1.04164752631579	1000	251	0.025486033409236	0.0162693407718015	-1.08235437064912	0.0137807729390225	0.00945667877938794	-1.2367227025351
seq_s_18363	159001	0.0522	0.543374652380952	1000	181	0.0201957202390473	0.0218464855963596	0.228509890925069	0.0156357438820953	0.0148746281342967	-0.186808594694659
seq_s_18363	160001			1000	0						
seq_s_18363	161001			1000	0						
seq_s_18363	162001			1000	0						
seq_s_18363	163001			1000	130						
seq_s_18363	164001			1000	0						
seq_s_18363	165001			1000	0						
seq_s_18363	166001			1000	0						
seq_s_18363	167001	0.0540	-0.968864	1000	208	0.00175741604003248	0.00320692661619582	1.20239677328087	0.00302357867805475	0.00464919695688926	1.45890647855123
seq_s_18363	168001			1000	1						
seq_s_18363	169001	0.0821	-0.53954494375	1000	448	0.00652754529154922	0.00972388660884546	1.32069992293939	0.00772092412431839	0.0104248430141287	1.38030526054565
seq_s_18363	170001			1000	2						
seq_s_18363	171001			1000	5						
seq_s_18363	172001	0.0534	-0.590311333333333	1000	108	0.00338465311413663	0.00179553361014474	-0.684452622986058	0.00873478284771373	0.006003256003256	-0.957318646845178
seq_s_18363	173001	0.1340	-0.0159317142857143	1000	477	0.005364355879009	0.00701815554562713	0.811681761468051	0.00659228894167074	0.00771764922708319	0.664684814780644
seq_s_18363	174001			1000	34						
seq_s_18363	175001	0.2120	0.538890287096774	1000	750	0.00755454575075296	0.0115340590281677	1.5571353515064	0.0100624698405662	0.0128205128205128	1.16060577345781
seq_s_18363	176001	0.0884	0.873420632142857	1000	999	0.00512271822680139	0.0080604676048511	1.67603445549348	0.00503627119147458	0.0072050072050072	1.7667041716843
seq_s_18363	177001	0.0705	0.6053271	1000	787	0.00510923494230536	0.00760848811706673	1.38639559342687	0.00559381264961591	0.00663250345588338	0.752002367728267
seq_s_18363	178001	0.0347	0.06121230625	1000	805	0.00363272085790565	0.00407145610387327	0.325740227372152	0.00390623829214527	0.00424544399699679	0.338115298572095
seq_s_18363	179001	0.1078	-1.015687	1000	1000	0.00694530819020837	0.00893738076534654	0.865120242374019	0.00943356547553083	0.0124395604395604	1.3672308610022
seq_s_18363	180001	0.1342	-0.534826205882353	1000	1000	0.00603145184939148	0.00836370777690538	1.15054004403635	0.00691794801538927	0.00792307692307692	0.611607043480093
seq_s_18363	181001	0.1128	-0.0795322823529411	1000	961	0.00304301799231431	0.0043372599732048	1.14712794650501	0.00392656211260388	0.0045396850807881	0.621863627313466
seq_s_18363	182001	0.1598	-0.222343652380952	1000	999	0.00384203867010104	0.00391290179192774	0.0519320941192917	0.00377720339360594	0.00475200475200475	1.02779333365813
seq_s_18363	183001	0.0107	-0.9604315	1000	181	0.00201957202390473	0.00137517042379177	-0.46515561061158	0.00173730487578837	0.00145710642948212	-0.341438343255475
seq_s_18363	184001	0.0224	-0.469110985714286	1000	561	0.0022805684084557	0.00229042556106934	0.00969774504619272	0.00392364577116553	0.0022134728017081	-1.60831863688216
